company_mart.name,company_mart.deleted_week,company_mart.registration_week,company_mart.account_type
Chiimo,,2022-04-25,Buyer
Chemocom,,2022-04-25,Buyer
Chemical Solutions and Innovations,,2022-04-25,Buyer
Channel,,2022-04-25,Buyer
Changeover Technologies,,2022-04-25,Buyer
Carpenterholding bv,,2022-04-25,Buyer
Caree Chemie GmbH,,2022-04-25,Buyer
"CANDLE ID, UAB",,2022-04-25,Buyer
CAJAV,,2022-04-25,Buyer
BVCORP kft,,2022-04-25,Buyer
BUSINESS RESEARCH AND DEVELOPMENT,,2022-04-25,Buyer
burdloff,,2022-04-25,Buyer
Bulut Geri Dönüşüm Sanayi,,2022-04-25,Buyer
BULGARIAN DEVELOPMENT ADVISORY LTD,,2022-04-25,Buyer
Bülent Ecevit Üniversitesi,,2022-04-25,Buyer
Buitex Industries,,2022-04-25,Buyer
BTS bina ithalat ihracat ticaret ltd,,2022-04-25,Buyer
BSW,,2022-04-25,Buyer
BrainMarket,,2022-04-25,Buyer
bpc specialties GmbH,,2022-04-25,Buyer
BOORUGU & CO,,2022-04-25,Buyer
Boba 4 You B.V.,,2022-04-25,Buyer
BluPharma Group Ltd,,2022-04-25,Buyer
Bloonce,,2022-04-25,Buyer
Bio-Sol-Dex Ltd.,,2022-04-25,Buyer
"BIO MED SKLO, PRAT",,2022-04-25,Buyer
Biohum Ltd.,,2022-04-25,Buyer
Bioenergie Bayern GmbH & Co. KG,,2022-04-25,Buyer
Bio Con,,2022-04-25,Buyer
Bildt Ltd,,2022-04-25,Buyer
Bharat Kumar & Co Pvt Ltd,,2022-04-25,Buyer
BFC,,2022-04-25,Buyer
"Beyond Meat, Inc.",,2022-04-25,Buyer
Beyond boundaries global partnership,,2022-04-25,Buyer
Berat Ambalaj,,2022-04-25,Buyer
BELGIN OIL,,2022-04-25,Buyer
BEAVER PROCESS EQUIPMENT,,2022-04-25,Buyer
BEACH BOX,,2022-04-25,Buyer
AGENCE SK'VISTE,,2022-04-25,Buyer
"Bao Phat An Binh Co.,Ltd",,2022-04-25,Buyer
badddriddim workshop,,2022-04-25,Buyer
Azienda agricola d’Andrea ermes,,2022-04-25,Buyer
Azarya cleaning services,,2022-04-25,Buyer
AVL METAL POWDERS,,2022-04-25,Buyer
ARYA POLİMER SAN. VE TİC LTD. ŞTİ.,,2022-04-25,Buyer
ARVITEK LLC,,2022-04-25,Buyer
Arvad grup,,2022-04-25,Buyer
Arma Group,,2022-04-25,Buyer
Aries Foreign Trade,,2022-04-25,Buyer
apotheke sonne,,2022-04-25,Buyer
ansari trading,,2022-04-25,Buyer
Anatolia Agro LTD,,2022-04-25,Buyer
Amrin Life Sciences,,2022-04-25,Buyer
ALUMINIUM ET CIBUS d.o.o.,,2022-04-25,Buyer
ALBUR S.A,,2022-04-25,Buyer
A. K. CHEMICALS,,2022-04-25,Buyer
Airmust,,2022-04-25,Buyer
Aire Consulting,,2022-04-25,Buyer
AIDIMME,,2022-04-25,Buyer
AGT WOOD COMPANY,,2022-04-25,Buyer
"THERMOQUÍMICA - INDÚSTRIA DE DETERGENTES E LIXÍVIAS, S.A.",,2022-04-25,Buyer
Tomasz Marjański Consulting,,2022-04-25,Buyer
TQB PRODUCTS INC,,2022-04-25,Buyer
TQ TECNOL S.A.U.,,2022-04-25,Buyer
Trade,,2022-04-25,Buyer
Trading Stock Solution SRL,,2022-04-25,Buyer
Treat-Mentor Ltd,,2022-04-25,Buyer
Trinity College Dublin,,2022-04-25,Buyer
True Tape Sports GmbH,,2022-04-25,Buyer
Turkfarms Gida Sanayi ve Ticaret Limited Sirketi,,2022-04-25,Buyer
TURKUZBEK İÇ VE DIŞ TİC.LTD.ŞTİ.,,2022-04-25,Buyer
University of Greenwich,,2022-04-25,Buyer
University of Lincoln,,2022-04-25,Buyer
"University of Pécs, Medical school",,2022-04-25,Buyer
Urbanic Hydroponics,,2022-04-25,Buyer
Val Mascal,,2022-04-25,Buyer
VEGE SALATI,,2022-04-25,Buyer
Veskim Kimyevi Madde AS,,2022-04-25,Buyer
VHP Security Paper,,2022-04-25,Buyer
VTC Trading Company,,2022-04-25,Buyer
"WESSELING,S.A.",,2022-04-25,Buyer
Westfälische Wilhelms-Universität Münster,,2022-04-25,Buyer
Whitfields Tattoo Co,,2022-04-25,Buyer
Wigner Research Centre for Physics,,2022-04-25,Buyer
Wilhelmsen Ships Service,,2022-04-25,Buyer
Wood Fuel Co-operative,,2022-04-25,Buyer
WW Ekochem Sp. z o. o. Sp. k.,,2022-04-25,Buyer
Youprobablywontcheckthisanyway,,2022-04-25,Buyer
zeeclothing,,2022-04-25,Buyer
Zenmet Dis Ticaret A.S.,,2022-04-25,Buyer
ZIENCE - Exchange of Ideas,,2022-04-25,Buyer
Zobele,,2022-04-25,Buyer
Furnadzhıeva,,2022-04-25,Buyer
Gaints,,2022-04-25,Buyer
Galaxy Surfactants Ltd.,,2022-04-25,Buyer
GALEPHARMA ILAC SANAYI VE TICARET ANONIM SIRKETI,,2022-04-25,Buyer
Gefac agricoltura srl,,2022-04-25,Buyer
Gerpa srl,,2022-04-25,Buyer
Giuseppe Del Borrello,,2022-04-25,Buyer
G.K.Alimentaire,,2022-04-25,Buyer
Glamur GmbH,,2022-04-25,Buyer
"GMEX EK INTERNATIONAL, S.A.",,2022-04-25,Buyer
Googlemail,,2022-04-25,Buyer
Goran Marusic,,2022-04-25,Buyer
Gourmet Spain Oil.S.L,,2022-04-25,Buyer
grante integral,,2022-04-25,Buyer
GROSSO,,2022-04-25,Buyer
GTM Ltd,,2022-04-25,Buyer
Gudrun Bracke,,2022-04-25,Buyer
GÜNEY AGRİPARK TARIMSAL ARAŞTIRMALAR SANAYİ VE TİCARET ANONİM ŞİRKETİ,,2022-04-25,Buyer
H2 Chemical Solutions LTD,,2022-04-25,Buyer
HandCom GmbH,,2022-04-25,Buyer
Hani,,2022-04-25,Buyer
he-arc Switzerland,,2022-04-25,Buyer
Helanne-mau,,2022-04-25,Buyer
Hima,,2022-04-25,Buyer
Himprom,,2022-04-25,Buyer
HITAR SYNTHESIS JAROSŁAW KIEGIEL,,2022-04-25,Buyer
housechildren,,2022-04-25,Buyer
HST BİLİŞİM TEKNOLOJİLERİ A.Ş,,2022-04-25,Buyer
Huracán Tropical,,2022-04-25,Buyer
Hurbad.com,,2022-04-25,Buyer
IBS,,2022-04-25,Buyer
ICA Group BV,,2022-04-25,Buyer
IC SRL,,2022-04-25,Buyer
IFF,,2022-04-25,Buyer
IIT Madras,,2022-04-25,Buyer
Il gelataio,,2022-04-25,Buyer
ILVENTOUT,,2022-04-25,Buyer
INCREDIBLE BAKERY COMPANY LIMITED,,2022-04-25,Buyer
individual,,2022-04-25,Buyer
Innodo AB,,2022-04-25,Buyer
innofas GmbH,,2022-04-25,Buyer
INNOVESCENCE SAS,,2022-04-25,Buyer
INSARA D.O.O.,,2022-04-25,Buyer
Institute of general and physical chemistry,,2022-04-25,Buyer
Institute of Polymer and Dye Technology,,2022-04-25,Buyer
Inter Comercial Trade SRL,,2022-04-25,Buyer
Inverell,,2022-04-25,Buyer
"Istituto di Biostrutture e Bioimmagini, CNR",,2022-04-25,Buyer
ITENE,,2022-04-25,Buyer
"ITS, S.A.",,2022-04-25,Buyer
J.A.M Swissmedical SA,,2022-04-25,Buyer
Jensens Pancakes A/S,,2022-04-25,Buyer
Berdi,,2022-05-02,Buyer
Beyond Dairy Srl,,2022-05-02,Buyer
Bioprim LLC,,2022-05-02,Buyer
Bischof-Neumann-Schule,,2022-05-02,Buyer
Blees & Co. GmbH,,2022-05-02,Buyer
Boga Kaucuk Plas.Mak.İns.İth.İhr.Ltd Sti,,2022-05-02,Buyer
BR-Elektronik GmbH,,2022-05-02,Buyer
Bunlets,,2022-05-02,Buyer
Bunny,,2022-05-02,Buyer
"C. A de Gestión y Negocio ,S.A",,2022-05-02,Buyer
camont srl,,2022-05-02,Buyer
Candela d.o.o.,,2022-05-02,Buyer
Capretto ehf.,,2022-05-02,Buyer
Cares Laboratory Limited,,2022-05-02,Buyer
Carla Castro,,2022-05-02,Buyer
Cassiopee-Cosmetiques,,2022-05-02,Buyer
catalano mauro,,2022-05-02,Buyer
CBmed GmbH,,2022-05-02,Buyer
Centuar A.Ş.,,2022-05-02,Buyer
Cermatpro Ltd,,2022-05-02,Buyer
Cerys Kinsey,,2022-05-02,Buyer
CHEMRING ENERGETICS,,2022-05-02,Buyer
Chocolateworld NV,,2022-05-02,Buyer
Choose Water Ltd (HP),,2022-05-02,Buyer
Christeyns Higiénia Kft.,,2022-05-02,Buyer
Christy Friedgram Industry Private Limited,,2022-05-02,Buyer
chromatourgia,,2022-05-02,Buyer
CHROMOS-SVJETLOST,,2022-05-02,Buyer
CHT ITALIA SRL,,2022-05-02,Buyer
CIR,,2022-05-02,Buyer
Circulyzer GmbH,,2022-05-02,Buyer
Cobby's nv,,2022-05-02,Buyer
Combineering A/S,,2022-05-02,Buyer
COMET INCORPORATED SARL,,2022-05-02,Buyer
Construction chemicals engineering,,2022-05-02,Buyer
Cornelius Specialties,,2022-05-02,Buyer
CQM,,2022-05-02,Buyer
Crazy World Tattoo,,2022-05-02,Buyer
Creations Overseas,,2022-05-02,Buyer
CSIRO (COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION),,2022-05-02,Buyer
Customized Auto Detailing INC,,2022-05-02,Buyer
D2Lgroupe,,2022-05-02,Buyer
Dacra,,2022-05-02,Buyer
Dakotest,,2022-05-02,Buyer
DegrAway Kft.,,2022-05-02,Buyer
Delta Green for import and export,,2022-05-02,Buyer
Diffutherm BV,,2022-05-02,Buyer
DND,,2022-05-02,Buyer
Dovox B.V.,,2022-05-02,Buyer
Draskoczy Violins Ltd,,2022-05-02,Buyer
DR.Komanufaktura Ltd.,,2022-05-02,Buyer
DTU,,2022-05-02,Buyer
Ece Boya Kimya San ve Tic AS,,2022-05-02,Buyer
ECI-EOOD.,,2022-05-02,Buyer
Eclatant Chemicals,,2022-05-02,Buyer
ECME GMBH,,2022-05-02,Buyer
Edgar Schall GmbH,,2022-05-02,Buyer
Eight,,2022-05-02,Buyer
Eko profil,,2022-05-02,Buyer
Elcin AB,,2022-05-02,Buyer
ELECTRO HIDRÀULICA ANOIA S.L.,,2022-05-02,Buyer
Elitebuilding Products,,2022-05-02,Buyer
Ellipsis Brands LTD,,2022-05-02,Buyer
Eltayeb UAB,,2022-05-02,Buyer
Emarkest,,2022-05-02,Buyer
Enoflex,,2022-05-02,Buyer
Epsilyte Canada,,2022-05-02,Buyer
Erthos inc,,2022-05-02,Buyer
ESC GmbH,,2022-05-02,Buyer
essential life shop,,2022-05-02,Buyer
EUROCARTA A.G.A. SRL SEMPLIFICATA,,2022-05-02,Buyer
Fauna Marin GmbH,,2022-05-02,Buyer
"Faveton Terracota, S.A.",,2022-05-02,Buyer
Fernando Ribeiro Lda,,2022-05-02,Buyer
FFUL,,2022-05-02,Buyer
FG Governors & Engine Parts BV,,2022-05-02,Buyer
"Fitoplancton Marino, SL",,2022-05-02,Buyer
flowerbot,,2022-05-02,Buyer
Food Scientist For Hire,,2022-05-02,Buyer
Four Roads Construction Ltd,,2022-05-02,Buyer
Freie University Berlin,,2022-05-02,Buyer
fucheng enterprise,,2022-05-02,Buyer
GA,,2022-05-02,Buyer
Gästeappartements Lüdtke,,2022-05-02,Buyer
Geen,,2022-05-02,Buyer
Glass Technology International (Hamburg) GmbH,,2022-05-02,Buyer
GLOBULINKS EOOD,,2022-05-02,Buyer
Group Intrade Ltd.,,2022-05-02,Buyer
Grupak,,2022-05-02,Buyer
GXG CHEMICAL SRL,,2022-05-02,Buyer
Harboro Rubber Limited,,2022-05-02,Buyer
haribol lubes limited,,2022-05-02,Buyer
"Haths bath house, Morecambe",,2022-05-02,Buyer
Helmholtz Institut für Pharmazeutische Forschung Saarland (HIPS),,2022-05-02,Buyer
HENKEL BET Holding GmbH,,2022-05-02,Buyer
Hera Beauty Ltd,,2022-05-02,Buyer
"HERBA MEDICA, PROIZVODNJA IN TRGOVINA D.O.O.",,2022-05-02,Buyer
Heumüller Holzwolle GmbH,,2022-05-02,Buyer
HL Display Gliwice Sp.z o.o.,,2022-05-02,Buyer
Hockenjos Biologische Apotheke,,2022-05-02,Buyer
HP Sport,,2022-05-02,Buyer
HyWeCo GmbH,,2022-05-02,Buyer
IBC,,2022-05-02,Buyer
deleted_ABiTEP GmbH,2022-05-02,2022-05-02,Buyer
deleted_COSMETICOS YANGUAS,2022-05-02,2022-05-02,Buyer
deleted_Kiesow Oberflächenchemie GmbH & Co. KG,2022-05-02,2022-05-02,Buyer
deleted_MASTEK SRL,2022-05-02,2022-05-02,Buyer
deleted_Narayana Verlag GmbH,2022-05-02,2022-05-02,Buyer
deleted_SIGNS,2022-05-02,2022-05-02,Buyer
"IBERFOODS COMERCIO INTERNACIONAL, S.L.",,2022-05-02,Buyer
deleted_ARTRADING SRL,2022-05-09,2022-05-02,Buyer
deleted_PENTASOL Hungary Kft.,2022-05-09,2022-05-02,Buyer
deleted_Z.F. Colfarm S.A.,2022-05-09,2022-05-02,Buyer
IDEALTOM - FÁBRICA DE TINTAS,,2022-05-02,Buyer
IFTENI,,2022-05-02,Buyer
IHPCO,,2022-05-02,Buyer
Immortal Investment B.V.,,2022-05-02,Buyer
IMPEX EUROPA SL,,2022-05-02,Buyer
INAL LTDA,,2022-05-02,Buyer
Ink Slaves Tattoo,,2022-05-02,Buyer
INNOVATIVE PHARMA BALTICS UAB,,2022-05-02,Buyer
Inolex do Brasil,,2022-05-02,Buyer
INSTAL HEAT CONSTRUCT SRL,,2022-05-02,Buyer
ixir gida,,2022-05-02,Buyer
jawaher trading,,2022-05-02,Buyer
J&I Cleaning Services Ltd,,2022-05-02,Buyer
JJJ,,2022-05-02,Buyer
J.Lederhilger GmbH,,2022-05-02,Buyer
Jones Computer Consultants Ltd,,2022-05-02,Buyer
deleted_Atlasrelax,2022-05-16,2022-05-02,Buyer
deleted_MARBO SPA,2022-05-16,2022-05-02,Buyer
deleted_Pierburg,2022-05-16,2022-05-02,Buyer
JSD MEDICAL AB,,2022-05-02,Buyer
Kanty Investment Sp. z o.o.,,2022-05-02,Buyer
KAPS Sp. z o.o.,,2022-05-02,Buyer
KASS888    EOOD,,2022-05-02,Buyer
Koca Kimya ve Dental Ltd Sti,,2022-05-02,Buyer
Krishna Enterprises,,2022-05-02,Buyer
Labmisbruikers,,2022-05-02,Buyer
LA.FA.RE. s.r.l.,,2022-05-02,Buyer
Laza,,2022-05-02,Buyer
Lean Keen OÜ,,2022-05-02,Buyer
LINE COSMÉTIQUE,,2022-05-02,Buyer
Linium,,2022-05-02,Buyer
llk,,2022-05-02,Buyer
LLP Fair-Trade,,2022-05-02,Buyer
Lorna International,,2022-05-02,Buyer
Mabo,,2022-05-02,Buyer
MAER,,2022-05-02,Buyer
MagnaLab Sp. z o.o.,,2022-05-02,Buyer
Massone Andrea,,2022-05-02,Buyer
Mast Group Limited,,2022-05-02,Buyer
MAXURO,,2022-05-02,Buyer
Mazetto Company,,2022-05-02,Buyer
MBR Online GmbH,,2022-05-02,Buyer
Meatco BV,,2022-05-02,Buyer
Meridian,,2022-05-02,Buyer
Merz & Benteli AG,,2022-05-02,Buyer
METOT KİMYA SAN. VE TİC. LTD. ŞTİ.,,2022-05-02,Buyer
Metrod (Malaysia) Sdn Bhd,,2022-05-02,Buyer
MG Consultancy,,2022-05-02,Buyer
Michele Bean,,2022-05-02,Buyer
Microchip Lab,,2022-05-02,Buyer
Milan Miškovič,,2022-05-02,Buyer
deleted_Servochem (Pty) Ltd,2022-06-06,2022-05-02,Buyer
MIMI,,2022-05-02,Buyer
MinaBiotech UG (haftungsbeschränkt),,2022-05-02,Buyer
Mirachel healt center,,2022-05-02,Buyer
deleted_Yuanyao,2022-08-01,2022-05-02,Buyer
deleted_Zheng Yuan Trading Pty Ltd,2022-08-01,2022-05-02,Buyer
MIYA Sénégal,,2022-05-02,Buyer
Monic Polymer Ltd,,2022-05-02,Buyer
Moradiya Chemicals,,2022-05-02,Buyer
"deleted_PRECIOSA - LUSTRY, a.s.",2023-02-06,2022-05-02,Buyer
Morgan Advanced Materials,,2022-05-02,Buyer
Morscher Farben- und Werkzeug-Handels-Gesellschaft m.b.H.,,2022-05-02,Buyer
Mr,,2022-05-02,Buyer
MR Dental Supplies Ltd,,2022-05-02,Buyer
MULTIPLASS SA,,2022-05-02,Buyer
Muratoglu,,2022-05-02,Buyer
MYBEEWAX LTD,,2022-05-02,Buyer
myota,,2022-05-02,Buyer
N/A,,2022-05-02,Buyer
Nem Trade Ltd,,2022-05-02,Buyer
New Million Color,,2022-05-02,Buyer
"NextLevel, d.o.o.",,2022-05-02,Buyer
NGTN Foreign Trade and Consultancy,,2022-05-02,Buyer
No.,,2022-05-02,Buyer
none,,2022-05-02,Buyer
NOVA GELIDA S.L.U,,2022-05-02,Buyer
NW-Chemie GmbH,,2022-05-02,Buyer
OAG INTERNATIONAL UK LIMITED,,2022-05-02,Buyer
OB4 GmbH,,2022-05-02,Buyer
OCOBO.DESIGN,,2022-05-02,Buyer
ODYCEA,,2022-05-02,Buyer
Oellers - immex GmbH & Co. KG,,2022-05-02,Buyer
OPTIVUE LTD,,2022-05-02,Buyer
Oro de Jaén Mediacion sl,,2022-05-02,Buyer
Pablo,,2022-05-02,Buyer
PAMCO   Pola Agencies & Marketing Co.,,2022-05-02,Buyer
Parfumwelt,,2022-05-02,Buyer
Parts Deep,,2022-05-02,Buyer
PENTASOL Hungary Kft.,,2022-05-02,Buyer
Personnal,,2022-05-02,Buyer
PG,,2022-05-02,Buyer
Pierburg s.r.o.,,2022-05-02,Buyer
Pirolda GmbH,,2022-05-02,Buyer
Pobite Talerze Natalia Kaczorowska-Głowienko,,2022-05-02,Buyer
Polaris Supplies Lda,,2022-05-02,Buyer
Polimer llc,,2022-05-02,Buyer
Polybond Ltd,,2022-05-02,Buyer
Porto university,,2022-05-02,Buyer
POWER NATURAL LIFE SL.,,2022-05-02,Buyer
PQVIRK IND E COM DE PRODUTOS QUIMICOS LTDA,,2022-05-02,Buyer
Precipitation Power,,2022-05-02,Buyer
Private,,2022-05-02,Buyer
Private person,,2022-05-02,Buyer
"PrJSC «Pharmaceutical firm “Darnitsa""»",,2022-05-02,Buyer
PRNGENTECH,,2022-05-02,Buyer
ProYouth Nutrition Limited,,2022-05-02,Buyer
PVCHEM,,2022-05-02,Buyer
QL Polymers,,2022-05-02,Buyer
Qualchem A.Ş.,,2022-05-02,Buyer
Qualikos SRL,,2022-05-02,Buyer
Rastagene,,2022-05-02,Buyer
Rath KG,,2022-05-02,Buyer
Red Carpet GmbH,,2022-05-02,Buyer
RegalRexnord,,2022-05-02,Buyer
Regional Centre of Advanced Technologies and Materials,,2022-05-02,Buyer
Remol  International Trading GmbH,,2022-05-02,Buyer
Rey Kimya Otomotiv San. Ve Tic. Ltd. Şti.,,2022-05-02,Buyer
Rich Consulting,,2022-05-02,Buyer
Richter Pharma AG,,2022-05-02,Buyer
Ringa mig att du,,2022-05-02,Buyer
ROFROFTEL,,2022-05-02,Buyer
Ros-Chimia,,2022-05-02,Buyer
ROSSARI BIOTECH LIMITED,,2022-05-02,Buyer
R+S Schleiftechnik.de,,2022-05-02,Buyer
RSU,,2022-05-02,Buyer
SaluVet GmbH,,2022-05-02,Buyer
SAS EPI  - ENTREPRISE DES PRODUITS INDUSTRIELS,,2022-05-02,Buyer
"SBDA Placonfort, Unipessoal, Lda",,2022-05-02,Buyer
Seed Oil SA,,2022-05-02,Buyer
SENTEZPETRO KİMYA,,2022-05-02,Buyer
Setaş Kimya A.Ş.,,2022-05-02,Buyer
"SHANDONG KUNDA BIOTECHNOLOGY CO,.LTD Yishui Economic Development Zone，Shandong Province，China",,2022-05-02,Buyer
"Shandong Ruilong Petrochemical Co., Ltd.",,2022-05-02,Buyer
Shreeji chemical,,2022-05-02,Buyer
SIA Green Plastics,,2022-05-02,Buyer
SilicoLife LDA,,2022-05-02,Buyer
Simian Vapes Ltd,,2022-05-02,Buyer
skillsuper,,2022-05-02,Buyer
Slawomir,,2022-05-02,Buyer
Smart Services International,,2022-05-02,Buyer
Smg,,2022-05-02,Buyer
South lakes,,2022-05-02,Buyer
"SPB SERVICE SOLUTIONS, LDA",,2022-05-02,Buyer
SP Molecules,,2022-05-02,Buyer
SS-F SOLUTIONS SARL,,2022-05-02,Buyer
ssi,,2022-05-02,Buyer
Suppies,,2022-05-02,Buyer
SURFACTIS,,2022-05-02,Buyer
Swedavia AB,,2022-05-02,Buyer
SymbiGen Kft.,,2022-05-02,Buyer
tan ticarettan,,2022-05-02,Buyer
Tech4crops,,2022-05-02,Buyer
Tech Food Bridge SLU,,2022-05-02,Buyer
TechIndust,,2022-05-02,Buyer
TechStyle,,2022-05-02,Buyer
TECNO-PRO SNC,,2022-05-02,Buyer
tesa SE,,2022-05-02,Buyer
The Harboro Rubber Company Limited,,2022-05-02,Buyer
The Hira Company Limited,,2022-05-02,Buyer
The Ruth Gorse Academy,,2022-05-02,Buyer
Tile cleaning,,2022-05-02,Buyer
"Titan Hautschutz Forschung, Produktion, Internationaler Vertrieb",,2022-05-02,Buyer
Tiviot Prints Ltd,,2022-05-02,Buyer
Tor Coatings ltd,,2022-05-02,Buyer
"TUBALL FACTORY LUX, Member of OCSiAl Group",,2022-05-02,Buyer
TUNÇTAŞ A.Ş.,,2022-05-02,Buyer
tusmuertos,,2022-05-02,Buyer
Ulus Pazarlama,,2022-05-02,Buyer
Umabetto s.r.o.,,2022-05-02,Buyer
Umicore NV,,2022-05-02,Buyer
Unibo,,2022-05-02,Buyer
Unique INC Limited,,2022-05-02,Buyer
university of nottingham,,2022-05-02,Buyer
university of pannonia,,2022-05-02,Buyer
University of Siegen,,2022-05-02,Buyer
UNOPS,,2022-05-02,Buyer
Uzury,,2022-05-02,Buyer
VBM VIking GmbH,,2022-05-02,Buyer
V DENGE TRADING,,2022-05-02,Buyer
VERDE OLIVA,,2022-05-02,Buyer
VILNIAUS KONSERVAI,,2022-05-02,Buyer
vitalhoney,,2022-05-02,Buyer
Well Tade LTD,,2022-05-02,Buyer
Wellwood Sp z o.o.,,2022-05-02,Buyer
Werlin Technics,,2022-05-02,Buyer
W. E. T. Schaper,,2022-05-02,Buyer
Wich Racing,,2022-05-02,Buyer
wicked doo,,2022-05-02,Buyer
Wiestargo,,2022-05-02,Buyer
Woodver Coatings,,2022-05-02,Buyer
WORLD OF BALANCE GIDA A.S,,2022-05-02,Buyer
WPT-office Ltd  - EOOD,,2022-05-02,Buyer
x,,2022-05-02,Buyer
xd,,2022-05-02,Buyer
Yachus,,2022-05-02,Buyer
Yano Srl,,2022-05-02,Buyer
YellowJacket Idpt.,,2022-05-02,Buyer
Yildiz technical university,,2022-05-02,Buyer
"ZacarCandles, LLC",,2022-05-02,Buyer
zanbaqwellness,,2022-05-02,Buyer
Zhuorim TTR,,2022-05-02,Buyer
ααα,,2022-05-02,Buyer
-,,2022-05-02,Buyer
123,,2022-05-02,Buyer
2M Services,,2022-05-02,Buyer
3Bioleads,,2022-05-02,Buyer
43-43,,2022-05-02,Buyer
Ablaugerei Heinrich,,2022-05-02,Buyer
ABP Ltd,,2022-05-02,Buyer
Acton Finishing Ltd,,2022-05-02,Buyer
Agarose Bead Technologies S.L.,,2022-05-02,Buyer
AGC Fiber,,2022-05-02,Buyer
aha c.o,,2022-05-02,Buyer
Airteam ll,,2022-05-02,Buyer
Alarin Aircraft Hinge,,2022-05-02,Buyer
Algamo,,2022-05-02,Buyer
Alimiyan Kft,,2022-05-02,Buyer
ALNAHHAS TRADING,,2022-05-02,Buyer
Alpha chemicals Egypt,,2022-05-02,Buyer
Andre Hirteis,,2022-05-02,Buyer
Ann Gilberg,,2022-05-02,Buyer
Antonucci Dario,,2022-05-02,Buyer
Apa,,2022-05-02,Buyer
Apiko,,2022-05-02,Buyer
APSB,,2022-05-02,Buyer
"AquaPhoenix Scientific, Inc.",,2022-05-02,Buyer
"AQUAVIT, S.A.",,2022-05-02,Buyer
ARMICA LLC,,2022-05-02,Buyer
Artemida Piotr Dawid,,2022-05-02,Buyer
Autodiscount,,2022-05-02,Buyer
AVM CHIM,,2022-05-02,Buyer
Avv. Manuele Sillitti,,2022-05-02,Buyer
Bab Al Ataa,,2022-05-02,Buyer
Bajt metali doo,,2022-05-02,Buyer
BBI,,2022-05-02,Buyer
Bcg,,2022-05-02,Buyer
B-CP srl,,2022-05-02,Buyer
Belchim,,2022-05-02,Buyer
Hydro,,2022-05-09,Buyer
deleted_Foodcom,2022-05-09,2022-05-09,Buyer
deleted_Groupe CIOA,2022-05-09,2022-05-09,Buyer
deleted_Grupo ADI,2022-05-09,2022-05-09,Buyer
deleted_Hexion,2022-05-09,2022-05-09,Buyer
deleted_Hub Dacia Oil,2022-05-09,2022-05-09,Buyer
deleted_ing.tognazzo spa,2022-05-09,2022-05-09,Buyer
deleted_Ing Tognazzo spa,2022-05-09,2022-05-09,Buyer
deleted_K+S Minerals and Agriculture GmbH,2022-05-09,2022-05-09,Buyer
deleted_Master Fluid Solutions WDG GmbH,2022-05-09,2022-05-09,Buyer
deleted_NanoPhos SA,2022-05-09,2022-05-09,Buyer
deleted_NOREL S.A.,2022-05-09,2022-05-09,Buyer
deleted_ODYSSEE ENVIRONNEMENT,2022-05-09,2022-05-09,Buyer
deleted_PAM Membranas Seletivas,2022-05-09,2022-05-09,Buyer
deleted_Ponsquimicas,2022-05-09,2022-05-09,Buyer
deleted_Scott Bader d.o.o.,2022-05-09,2022-05-09,Buyer
deleted_Sociedade Portuense de Drogas,2022-05-09,2022-05-09,Buyer
deleted_aromika,2022-05-16,2022-05-09,Buyer
deleted_Ing Tognazzo spa,2022-05-16,2022-05-09,Buyer
deleted_Klebrig,2022-05-16,2022-05-09,Buyer
deleted_Marbo SpA,2022-05-16,2022-05-09,Buyer
deleted_Schlumberger,2022-05-16,2022-05-09,Buyer
deleted_Hallstar Italy,2022-06-20,2022-05-09,Buyer
259743267,,2022-05-09,Buyer
ABC Trader SA,,2022-05-09,Buyer
ABF,,2022-05-09,Buyer
ACTIVEFEED PL SP. Z O.O. SP.J.,,2022-05-09,Buyer
Ada insan plastik boya,,2022-05-09,Buyer
ADVA SRL,,2022-05-09,Buyer
Aerobel,,2022-05-09,Buyer
Aiotec GmbH,,2022-05-09,Buyer
AIS,,2022-05-09,Buyer
AIT,,2022-05-09,Buyer
AKAY PLASTIK SAN VE TİC A.Ş,,2022-05-09,Buyer
AKROS Oilfield Services GmbH,,2022-05-09,Buyer
aksel seluloz as,,2022-05-09,Buyer
Alarton,,2022-05-09,Buyer
Allchtial srl,,2022-05-09,Buyer
AllPro Management Company s. r. o.,,2022-05-09,Buyer
almadina musrata,,2022-05-09,Buyer
Andes Chemical,,2022-05-09,Buyer
"ANHUI CHENGNING OLEO TECHNOLOGY CO.,LTD",,2022-05-09,Buyer
"ANUCHIBROCC, SOCIEDAD LIMITADA",,2022-05-09,Buyer
APPLIED NUTRITION LIMITED,,2022-05-09,Buyer
Arcstar Ltd,,2022-05-09,Buyer
AromaWorks Limited,,2022-05-09,Buyer
ART KONZALTING,,2022-05-09,Buyer
Aschephotography,,2022-05-09,Buyer
ASDA STORES LIMITED,,2022-05-09,Buyer
ASIL AY PETROL CO,,2022-05-09,Buyer
astem,,2022-05-09,Buyer
Atalaya,,2022-05-09,Buyer
ATECO TANK TECHNOLOGIES,,2022-05-09,Buyer
Atlasrelax doo,,2022-05-09,Buyer
AUDAZALINEA,,2022-05-09,Buyer
AZ Industries,,2022-05-09,Buyer
Bain,,2022-05-09,Buyer
baseclick GmbH,,2022-05-09,Buyer
Bassam,,2022-05-09,Buyer
